# gemmi 0.7.5: number	hm	xhm	short	hall	operators
214	I 41 3 2	I 41 3 2	I4132	I 4bd 2c 3	x,y,z;-y+1/4,x+3/4,z+1/4;-x+1/2,-y,z+1/2;y+1/4,-x+1/4,z+3/4;x,-y,-z+1/2;-y+1/4,-x+1/4,-z+1/4;-x+1/2,y,-z;y+1/4,x+3/4,-z+3/4;z,x,y;z+1/4,-y+1/4,x+3/4;z+1/2,-x+1/2,-y;z+3/4,y+1/4,-x+1/4;-z+1/2,x,-y;-z+1/4,-y+1/4,-x+1/4;-z,-x+1/2,y;-z+3/4,y+1/4,x+3/4;-x+1/4,z+3/4,y+1/4;y,z,x;x+3/4,z+1/4,-y+1/4;-y,z+1/2,-x+1/2;-x+1/4,-z+1/4,-y+1/4;y,-z,-x+1/2;x+3/4,-z+3/4,y+1/4;-y,-z+1/2,x;x+1/2,y+1/2,z+1/2;-y+3/4,x+1/4,z+3/4;-x,-y+1/2,z;y+3/4,-x+3/4,z+1/4;x+1/2,-y+1/2,-z;-y+3/4,-x+3/4,-z+3/4;-x,y+1/2,-z+1/2;y+3/4,x+1/4,-z+1/4;z+1/2,x+1/2,y+1/2;z+3/4,-y+3/4,x+1/4;z,-x,-y+1/2;z+1/4,y+3/4,-x+3/4;-z,x+1/2,-y+1/2;-z+3/4,-y+3/4,-x+3/4;-z+1/2,-x,y+1/2;-z+1/4,y+3/4,x+1/4;-x+3/4,z+1/4,y+3/4;y+1/2,z+1/2,x+1/2;x+1/4,z+3/4,-y+3/4;-y+1/2,z,-x;-x+3/4,-z+3/4,-y+3/4;y+1/2,-z+1/2,-x;x+1/4,-z+1/4,y+3/4;-y+1/2,-z,x+1/2
215	P -4 3 m	P -4 3 m	P-43m	P -4 2 3	x,y,z;y,-x,-z;-x,-y,z;-y,x,-z;x,-y,-z;y,x,z;-x,y,-z;-y,-x,z;z,x,y;-z,y,-x;z,-x,-y;-z,-y,x;-z,x,-y;z,y,x;-z,-x,y;z,-y,-x;x,-z,-y;y,z,x;-x,-z,y;-y,z,-x;x,z,y;y,-z,-x;-x,z,-y;-y,-z,x
216	F -4 3 m	F -4 3 m	F-43m	F -4 2 3	x,y,z;y,-x,-z;-x,-y,z;-y,x,-z;x,-y,-z;y,x,z;-x,y,-z;-y,-x,z;z,x,y;-z,y,-x;z,-x,-y;-z,-y,x;-z,x,-y;z,y,x;-z,-x,y;z,-y,-x;x,-z,-y;y,z,x;-x,-z,y;-y,z,-x;x,z,y;y,-z,-x;-x,z,-y;-y,-z,x;x,y+1/2,z+1/2;y,-x+1/2,-z+1/2;-x,-y+1/2,z+1/2;-y,x+1/2,-z+1/2;x,-y+1/2,-z+1/2;y,x+1/2,z+1/2;-x,y+1/2,-z+1/2;-y,-x+1/2,z+1/2;z,x+1/2,y+1/2;-z,y+1/2,-x+1/2;z,-x+1/2,-y+1/2;-z,-y+1/2,x+1/2;-z,x+1/2,-y+1/2;z,y+1/2,x+1/2;-z,-x+1/2,y+1/2;z,-y+1/2,-x+1/2;x,-z+1/2,-y+1/2;y,z+1/2,x+1/2;-x,-z+1/2,y+1/2;-y,z+1/2,-x+1/2;x,z+1/2,y+1/2;y,-z+1/2,-x+1/2;-x,z+1/2,-y+1/2;-y,-z+1/2,x+1/2;x+1/2,y,z+1/2;y+1/2,-x,-z+1/2;-x+1/2,-y,z+1/2;-y+1/2,x,-z+1/2;x+1/2,-y,-z+1/2;y+1/2,x,z+1/2;-x+1/2,y,-z+1/2;-y+1/2,-x,z+1/2;z+1/2,x,y+1/2;-z+1/2,y,-x+1/2;z+1/2,-x,-y+1/2;-z+1/2,-y,x+1/2;-z+1/2,x,-y+1/2;z+1/2,y,x+1/2;-z+1/2,-x,y+1/2;z+1/2,-y,-x+1/2;x+1/2,-z,-y+1/2;y+1/2,z,x+1/2;-x+1/2,-z,y+1/2;-y+1/2,z,-x+1/2;x+1/2,z,y+1/2;y+1/2,-z,-x+1/2;-x+1/2,z,-y+1/2;-y+1/2,-z,x+1/2;x+1/2,y+1/2,z;y+1/2,-x+1/2,-z;-x+1/2,-y+1/2,z;-y+1/2,x+1/2,-z;x+1/2,-y+1/2,-z;y+1/2,x+1/2,z;-x+1/2,y+1/2,-z;-y+1/2,-x+1/2,z;z+1/2,x+1/2,y;-z+1/2,y+1/2,-x;z+1/2,-x+1/2,-y;-z+1/2,-y+1/2,x;-z+1/2,x+1/2,-y;z+1/2,y+1/2,x;-z+1/2,-x+1/2,y;z+1/2,-y+1/2,-x;x+1/2,-z+1/2,-y;y+1/2,z+1/2,x;-x+1/2,-z+1/2,y;-y+1/2,z+1/2,-x;x+1/2,z+1/2,y;y+1/2,-z+1/2,-x;-x+1/2,z+1/2,-y;-y+1/2,-z+1/2,x
217	I -4 3 m	I -4 3 m	I-43m	I -4 2 3	x,y,z;y,-x,-z;-x,-y,z;-y,x,-z;x,-y,-z;y,x,z;-x,y,-z;-y,-x,z;z,x,y;-z,y,-x;z,-x,-y;-z,-y,x;-z,x,-y;z,y,x;-z,-x,y;z,-y,-x;x,-z,-y;y,z,x;-x,-z,y;-y,z,-x;x,z,y;y,-z,-x;-x,z,-y;-y,-z,x;x+1/2,y+1/2,z+1/2;y+1/2,-x+1/2,-z+1/2;-x+1/2,-y+1/2,z+1/2;-y+1/2,x+1/2,-z+1/2;x+1/2,-y+1/2,-z+1/2;y+1/2,x+1/2,z+1/2;-x+1/2,y+1/2,-z+1/2;-y+1/2,-x+1/2,z+1/2;z+1/2,x+1/2,y+1/2;-z+1/2,y+1/2,-x+1/2;z+1/2,-x+1/2,-y+1/2;-z+1/2,-y+1/2,x+1/2;-z+1/2,x+1/2,-y+1/2;z+1/2,y+1/2,x+1/2;-z+1/2,-x+1/2,y+1/2;z+1/2,-y+1/2,-x+1/2;x+1/2,-z+1/2,-y+1/2;y+1/2,z+1/2,x+1/2;-x+1/2,-z+1/2,y+1/2;-y+1/2,z+1/2,-x+1/2;x+1/2,z+1/2,y+1/2;y+1/2,-z+1/2,-x+1/2;-x+1/2,z+1/2,-y+1/2;-y+1/2,-z+1/2,x+1/2
218	P -4 3 n	P -4 3 n	P-43n	P -4n 2 3	x,y,z;y+1/2,-x+1/2,-z+1/2;-x,-y,z;-y+1/2,x+1/2,-z+1/2;x,-y,-z;y+1/2,x+1/2,z+1/2;-x,y,-z;-y+1/2,-x+1/2,z+1/2;z,x,y;-z+1/2,y+1/2,-x+1/2;z,-x,-y;-z+1/2,-y+1/2,x+1/2;-z,x,-y;z+1/2,y+1/2,x+1/2;-z,-x,y;z+1/2,-y+1/2,-x+1/2;x+1/2,-z+1/2,-y+1/2;y,z,x;-x+1/2,-z+1/2,y+1/2;-y,z,-x;x+1/2,z+1/2,y+1/2;y,-z,-x;-x+1/2,z+1/2,-y+1/2;-y,-z,x
219	F -4 3 c	F -4 3 c	F-43c	F -4a 2 3	x,y,z;y+1/2,-x,-z;-x+1/2,-y+1/2,z;-y,x+1/2,-z;x,-y,-z;y+1/2,x,z;-x+1/2,y+1/2,-z;-y,-x+1/2,z;z,x,y;-z,y+1/2,-x;z,-x+1/2,-y+1/2;-z,-y,x+1/2;-z,x,-y;z,y+1/2,x;-z,-x+1/2,y+1/2;z,-y,-x+1/2;x+1/2,-z,-y;y,z,x;-x,-z,y+1/2;-y+1/2,z,-x+1/2;x+1/2,z,y;y,-z,-x;-x,z,-y+1/2;-y+1/2,-z,x+1/2;x,y+1/2,z+1/2;y+1/2,-x+1/2,-z+1/2;-x+1/2,-y,z+1/2;-y,x,-z+1/2;x,-y+1/2,-z+1/2;y+1/2,x+1/2,z+1/2;-x+1/2,y,-z+1/2;-y,-x,z+1/2;z,x+1/2,y+1/2;-z,y,-x+1/2;z,-x,-y;-z,-y+1/2,x;-z,x+1/2,-y+1/2;z,y,x+1/2;-z,-x,y;z,-y+1/2,-x;x+1/2,-z+1/2,-y+1/2;y,z+1/2,x+1/2;-x,-z+1/2,y;-y+1/2,z+1/2,-x;x+1/2,z+1/2,y+1/2;y,-z+1/2,-x+1/2;-x,z+1/2,-y;-y+1/2,-z+1/2,x;x+1/2,y,z+1/2;y,-x,-z+1/2;-x,-y+1/2,z+1/2;-y+1/2,x+1/2,-z+1/2;x+1/2,-y,-z+1/2;y,x,z+1/2;-x,y+1/2,-z+1/2;-y+1/2,-x+1/2,z+1/2;z+1/2,x,y+1/2;-z+1/2,y+1/2,-x+1/2;z+1/2,-x+1/2,-y;-z+1/2,-y,x;-z+1/2,x,-y+1/2;z+1/2,y+1/2,x+1/2;-z+1/2,-x+1/2,y;z+1/2,-y,-x;x,-z,-y+1/2;y+1/2,z,x+1/2;-x+1/2,-z,y;-y,z,-x;x,z,y+1/2;y+1/2,-z,-x+1/2;-x+1/2,z,-y;-y,-z,x;x+1/2,y+1/2,z;y,-x+1/2,-z;-x,-y,z;-y+1/2,x,-z;x+1/2,-y+1/2,-z;y,x+1/2,z;-x,y,-z;-y+1/2,-x,z;z+1/2,x+1/2,y;-z+1/2,y,-x;z+1/2,-x,-y+1/2;-z+1/2,-y+1/2,x+1/2;-z+1/2,x+1/2,-y;z+1/2,y,x;-z+1/2,-x,y+1/2;z+1/2,-y+1/2,-x+1/2;x,-z+1/2,-y;y+1/2,z+1/2,x;-x+1/2,-z+1/2,y+1/2;-y,z+1/2,-x+1/2;x,z+1/2,y;y+1/2,-z+1/2,-x;-x+1/2,z+1/2,-y+1/2;-y,-z+1/2,x+1/2
220	I -4 3 d	I -4 3 d	I-43d	I -4bd 2c 3	x,y,z;y+1/4,-x+3/4,-z+1/4;-x,-y+1/2,z;-y+3/4,x+3/4,-z+1/4;x,-y,-z+1/2;y+1/4,x+1/4,z+1/4;-x,y+1/2,-z+1/2;-y+3/4,-x+1/4,z+1/4;z,x,y;-z+1/4,y+1/4,-x+3/4;z,-x,-y+1/2;-z+1/4,-y+3/4,x+3/4;-z+1/2,x,-y;z+1/4,y+1/4,x+1/4;-z+1/2,-x,y+1/2;z+1/4,-y+3/4,-x+1/4;x+1/4,-z+3/4,-y+1/4;y+1/2,z+1/2,x+1/2;-x+1/4,-z+3/4,y+3/4;-y,z+1/2,-x+1/2;x+1/4,z+1/4,y+1/4;y+1/2,-z+1/2,-x;-x+1/4,z+1/4,-y+3/4;-y,-z+1/2,x;x+1/2,y+1/2,z+1/2;y+3/4,-x+1/4,-z+3/4;-x+1/2,-y,z+1/2;-y+1/4,x+1/4,-z+3/4;x+1/2,-y+1/2,-z;y+3/4,x+3/4,z+3/4;-x+1/2,y,-z;-y+1/4,-x+3/4,z+3/4;z+1/2,x+1/2,y+1/2;-z+3/4,y+3/4,-x+1/4;z+1/2,-x+1/2,-y;-z+3/4,-y+1/4,x+1/4;-z,x+1/2,-y+1/2;z+3/4,y+3/4,x+3/4;-z,-x+1/2,y;z+3/4,-y+1/4,-x+3/4;x+3/4,-z+1/4,-y+3/4;y,z,x;-x+3/4,-z+1/4,y+1/4;-y+1/2,z,-x;x+3/4,z+3/4,y+3/4;y,-z,-x+1/2;-x+3/4,z+3/4,-y+1/4;-y+1/2,-z,x+1/2
221	P m -3 m	P m -3 m	Pm-3m	-P 4 2 3	x,y,z;-y,x,z;-x,-y,z;y,-x,z;x,-y,-z;-y,-x,-z;-x,y,-z;y,x,-z;z,x,y;z,-y,x;z,-x,-y;z,y,-x;-z,x,-y;-z,-y,-x;-z,-x,y;-z,y,x;-x,z,y;y,z,x;x,z,-y;-y,z,-x;-x,-z,-y;y,-z,-x;x,-z,y;-y,-z,x;-x,-y,-z;y,-x,-z;x,y,-z;-y,x,-z;-x,y,z;y,x,z;x,-y,z;-y,-x,z;-z,-x,-y;-z,y,-x;-z,x,y;-z,-y,x;z,-x,y;z,y,x;z,x,-y;z,-y,-x;x,-z,-y;-y,-z,-x;-x,-z,y;y,-z,x;x,z,y;-y,z,x;-x,z,-y;y,z,-x
222	P n -3 n	P n -3 n:1	Pn-3n	P 4 2 3 -1n	x,y,z;-y,x,z;-x,-y,z;y,-x,z;x,-y,-z;-y,-x,-z;-x,y,-z;y,x,-z;z,x,y;z,-y,x;z,-x,-y;z,y,-x;-z,x,-y;-z,-y,-x;-z,-x,y;-z,y,x;-x,z,y;y,z,x;x,z,-y;-y,z,-x;-x,-z,-y;y,-z,-x;x,-z,y;-y,-z,x;-x+1/2,-y+1/2,-z+1/2;y+1/2,-x+1/2,-z+1/2;x+1/2,y+1/2,-z+1/2;-y+1/2,x+1/2,-z+1/2;-x+1/2,y+1/2,z+1/2;y+1/2,x+1/2,z+1/2;x+1/2,-y+1/2,z+1/2;-y+1/2,-x+1/2,z+1/2;-z+1/2,-x+1/2,-y+1/2;-z+1/2,y+1/2,-x+1/2;-z+1/2,x+1/2,y+1/2;-z+1/2,-y+1/2,x+1/2;z+1/2,-x+1/2,y+1/2;z+1/2,y+1/2,x+1/2;z+1/2,x+1/2,-y+1/2;z+1/2,-y+1/2,-x+1/2;x+1/2,-z+1/2,-y+1/2;-y+1/2,-z+1/2,-x+1/2;-x+1/2,-z+1/2,y+1/2;y+1/2,-z+1/2,x+1/2;x+1/2,z+1/2,y+1/2;-y+1/2,z+1/2,x+1/2;-x+1/2,z+1/2,-y+1/2;y+1/2,z+1/2,-x+1/2
222	P n -3 n	P n -3 n:2	Pn-3n	-P 4a 2bc 3	x,y,z;-y+1/2,x,z;-x+1/2,-y+1/2,z;y,-x+1/2,z;x,-y+1/2,-z+1/2;-y+1/2,-x+1/2,-z+1/2;-x+1/2,y,-z+1/2;y,x,-z+1/2;z,x,y;z,-y+1/2,x;z,-x+1/2,-y+1/2;z,y,-x+1/2;-z+1/2,x,-y+1/2;-z+1/2,-y+1/2,-x+1/2;-z+1/2,-x+1/2,y;-z+1/2,y,x;-x+1/2,z,y;y,z,x;x,z,-y+1/2;-y+1/2,z,-x+1/2;-x+1/2,-z+1/2,-y+1/2;y,-z+1/2,-x+1/2;x,-z+1/2,y;-y+1/2,-z+1/2,x;-x,-y,-z;y+1/2,-x,-z;x+1/2,y+1/2,-z;-y,x+1/2,-z;-x,y+1/2,z+1/2;y+1/2,x+1/2,z+1/2;x+1/2,-y,z+1/2;-y,-x,z+1/2;-z,-x,-y;-z,y+1/2,-x;-z,x+1/2,y+1/2;-z,-y,x+1/2;z+1/2,-x,y+1/2;z+1/2,y+1/2,x+1/2;z+1/2,x+1/2,-y;z+1/2,-y,-x;x+1/2,-z,-y;-y,-z,-x;-x,-z,y+1/2;y+1/2,-z,x+1/2;x+1/2,z+1/2,y+1/2;-y,z+1/2,x+1/2;-x,z+1/2,-y;y+1/2,z+1/2,-x
223	P m -3 n	P m -3 n	Pm-3n	-P 4n 2 3	x,y,z;-y+1/2,x+1/2,z+1/2;-x,-y,z;y+1/2,-x+1/2,z+1/2;x,-y,-z;-y+1/2,-x+1/2,-z+1/2;-x,y,-z;y+1/2,x+1/2,-z+1/2;z,x,y;z+1/2,-y+1/2,x+1/2;z,-x,-y;z+1/2,y+1/2,-x+1/2;-z,x,-y;-z+1/2,-y+1/2,-x+1/2;-z,-x,y;-z+1/2,y+1/2,x+1/2;-x+1/2,z+1/2,y+1/2;y,z,x;x+1/2,z+1/2,-y+1/2;-y,z,-x;-x+1/2,-z+1/2,-y+1/2;y,-z,-x;x+1/2,-z+1/2,y+1/2;-y,-z,x;-x,-y,-z;y+1/2,-x+1/2,-z+1/2;x,y,-z;-y+1/2,x+1/2,-z+1/2;-x,y,z;y+1/2,x+1/2,z+1/2;x,-y,z;-y+1/2,-x+1/2,z+1/2;-z,-x,-y;-z+1/2,y+1/2,-x+1/2;-z,x,y;-z+1/2,-y+1/2,x+1/2;z,-x,y;z+1/2,y+1/2,x+1/2;z,x,-y;z+1/2,-y+1/2,-x+1/2;x+1/2,-z+1/2,-y+1/2;-y,-z,-x;-x+1/2,-z+1/2,y+1/2;y,-z,x;x+1/2,z+1/2,y+1/2;-y,z,x;-x+1/2,z+1/2,-y+1/2;y,z,-x
224	P n -3 m	P n -3 m:1	Pn-3m	P 4n 2 3 -1n	x,y,z;-y+1/2,x+1/2,z+1/2;-x,-y,z;y+1/2,-x+1/2,z+1/2;x,-y,-z;-y+1/2,-x+1/2,-z+1/2;-x,y,-z;y+1/2,x+1/2,-z+1/2;z,x,y;z+1/2,-y+1/2,x+1/2;z,-x,-y;z+1/2,y+1/2,-x+1/2;-z,x,-y;-z+1/2,-y+1/2,-x+1/2;-z,-x,y;-z+1/2,y+1/2,x+1/2;-x+1/2,z+1/2,y+1/2;y,z,x;x+1/2,z+1/2,-y+1/2;-y,z,-x;-x+1/2,-z+1/2,-y+1/2;y,-z,-x;x+1/2,-z+1/2,y+1/2;-y,-z,x;-x+1/2,-y+1/2,-z+1/2;y,-x,-z;x+1/2,y+1/2,-z+1/2;-y,x,-z;-x+1/2,y+1/2,z+1/2;y,x,z;x+1/2,-y+1/2,z+1/2;-y,-x,z;-z+1/2,-x+1/2,-y+1/2;-z,y,-x;-z+1/2,x+1/2,y+1/2;-z,-y,x;z+1/2,-x+1/2,y+1/2;z,y,x;z+1/2,x+1/2,-y+1/2;z,-y,-x;x,-z,-y;-y+1/2,-z+1/2,-x+1/2;-x,-z,y;y+1/2,-z+1/2,x+1/2;x,z,y;-y+1/2,z+1/2,x+1/2;-x,z,-y;y+1/2,z+1/2,-x+1/2
224	P n -3 m	P n -3 m:2	Pn-3m	-P 4bc 2bc 3	x,y,z;-y,x+1/2,z+1/2;-x+1/2,-y+1/2,z;y+1/2,-x,z+1/2;x,-y+1/2,-z+1/2;-y,-x,-z;-x+1/2,y,-z+1/2;y+1/2,x+1/2,-z;z,x,y;z+1/2,-y,x+1/2;z,-x+1/2,-y+1/2;z+1/2,y+1/2,-x;-z+1/2,x,-y+1/2;-z,-y,-x;-z+1/2,-x+1/2,y;-z,y+1/2,x+1/2;-x,z+1/2,y+1/2;y,z,x;x+1/2,z+1/2,-y;-y+1/2,z,-x+1/2;-x,-z,-y;y,-z+1/2,-x+1/2;x+1/2,-z,y+1/2;-y+1/2,-z+1/2,x;-x,-y,-z;y,-x+1/2,-z+1/2;x+1/2,y+1/2,-z;-y+1/2,x,-z+1/2;-x,y+1/2,z+1/2;y,x,z;x+1/2,-y,z+1/2;-y+1/2,-x+1/2,z;-z,-x,-y;-z+1/2,y,-x+1/2;-z,x+1/2,y+1/2;-z+1/2,-y+1/2,x;z+1/2,-x,y+1/2;z,y,x;z+1/2,x+1/2,-y;z,-y+1/2,-x+1/2;x,-z+1/2,-y+1/2;-y,-z,-x;-x+1/2,-z+1/2,y;y+1/2,-z,x+1/2;x,z,y;-y,z+1/2,x+1/2;-x+1/2,z,-y+1/2;y+1/2,z+1/2,-x
225	F m -3 m	F m -3 m	Fm-3m	-F 4 2 3	x,y,z;-y,x,z;-x,-y,z;y,-x,z;x,-y,-z;-y,-x,-z;-x,y,-z;y,x,-z;z,x,y;z,-y,x;z,-x,-y;z,y,-x;-z,x,-y;-z,-y,-x;-z,-x,y;-z,y,x;-x,z,y;y,z,x;x,z,-y;-y,z,-x;-x,-z,-y;y,-z,-x;x,-z,y;-y,-z,x;-x,-y,-z;y,-x,-z;x,y,-z;-y,x,-z;-x,y,z;y,x,z;x,-y,z;-y,-x,z;-z,-x,-y;-z,y,-x;-z,x,y;-z,-y,x;z,-x,y;z,y,x;z,x,-y;z,-y,-x;x,-z,-y;-y,-z,-x;-x,-z,y;y,-z,x;x,z,y;-y,z,x;-x,z,-y;y,z,-x;x,y+1/2,z+1/2;-y,x+1/2,z+1/2;-x,-y+1/2,z+1/2;y,-x+1/2,z+1/2;x,-y+1/2,-z+1/2;-y,-x+1/2,-z+1/2;-x,y+1/2,-z+1/2;y,x+1/2,-z+1/2;z,x+1/2,y+1/2;z,-y+1/2,x+1/2;z,-x+1/2,-y+1/2;z,y+1/2,-x+1/2;-z,x+1/2,-y+1/2;-z,-y+1/2,-x+1/2;-z,-x+1/2,y+1/2;-z,y+1/2,x+1/2;-x,z+1/2,y+1/2;y,z+1/2,x+1/2;x,z+1/2,-y+1/2;-y,z+1/2,-x+1/2;-x,-z+1/2,-y+1/2;y,-z+1/2,-x+1/2;x,-z+1/2,y+1/2;-y,-z+1/2,x+1/2;-x,-y+1/2,-z+1/2;y,-x+1/2,-z+1/2;x,y+1/2,-z+1/2;-y,x+1/2,-z+1/2;-x,y+1/2,z+1/2;y,x+1/2,z+1/2;x,-y+1/2,z+1/2;-y,-x+1/2,z+1/2;-z,-x+1/2,-y+1/2;-z,y+1/2,-x+1/2;-z,x+1/2,y+1/2;-z,-y+1/2,x+1/2;z,-x+1/2,y+1/2;z,y+1/2,x+1/2;z,x+1/2,-y+1/2;z,-y+1/2,-x+1/2;x,-z+1/2,-y+1/2;-y,-z+1/2,-x+1/2;-x,-z+1/2,y+1/2;y,-z+1/2,x+1/2;x,z+1/2,y+1/2;-y,z+1/2,x+1/2;-x,z+1/2,-y+1/2;y,z+1/2,-x+1/2;x+1/2,y,z+1/2;-y+1/2,x,z+1/2;-x+1/2,-y,z+1/2;y+1/2,-x,z+1/2;x+1/2,-y,-z+1/2;-y+1/2,-x,-z+1/2;-x+1/2,y,-z+1/2;y+1/2,x,-z+1/2;z+1/2,x,y+1/2;z+1/2,-y,x+1/2;z+1/2,-x,-y+1/2;z+1/2,y,-x+1/2;-z+1/2,x,-y+1/2;-z+1/2,-y,-x+1/2;-z+1/2,-x,y+1/2;-z+1/2,y,x+1/2;-x+1/2,z,y+1/2;y+1/2,z,x+1/2;x+1/2,z,-y+1/2;-y+1/2,z,-x+1/2;-x+1/2,-z,-y+1/2;y+1/2,-z,-x+1/2;x+1/2,-z,y+1/2;-y+1/2,-z,x+1/2;-x+1/2,-y,-z+1/2;y+1/2,-x,-z+1/2;x+1/2,y,-z+1/2;-y+1/2,x,-z+1/2;-x+1/2,y,z+1/2;y+1/2,x,z+1/2;x+1/2,-y,z+1/2;-y+1/2,-x,z+1/2;-z+1/2,-x,-y+1/2;-z+1/2,y,-x+1/2;-z+1/2,x,y+1/2;-z+1/2,-y,x+1/2;z+1/2,-x,y+1/2;z+1/2,y,x+1/2;z+1/2,x,-y+1/2;z+1/2,-y,-x+1/2;x+1/2,-z,-y+1/2;-y+1/2,-z,-x+1/2;-x+1/2,-z,y+1/2;y+1/2,-z,x+1/2;x+1/2,z,y+1/2;-y+1/2,z,x+1/2;-x+1/2,z,-y+1/2;y+1/2,z,-x+1/2;x+1/2,y+1/2,z;-y+1/2,x+1/2,z;-x+1/2,-y+1/2,z;y+1/2,-x+1/2,z;x+1/2,-y+1/2,-z;-y+1/2,-x+1/2,-z;-x+1/2,y+1/2,-z;y+1/2,x+1/2,-z;z+1/2,x+1/2,y;z+1/2,-y+1/2,x;z+1/2,-x+1/2,-y;z+1/2,y+1/2,-x;-z+1/2,x+1/2,-y;-z+1/2,-y+1/2,-x;-z+1/2,-x+1/2,y;-z+1/2,y+1/2,x;-x+1/2,z+1/2,y;y+1/2,z+1/2,x;x+1/2,z+1/2,-y;-y+1/2,z+1/2,-x;-x+1/2,-z+1/2,-y;y+1/2,-z+1/2,-x;x+1/2,-z+1/2,y;-y+1/2,-z+1/2,x;-x+1/2,-y+1/2,-z;y+1/2,-x+1/2,-z;x+1/2,y+1/2,-z;-y+1/2,x+1/2,-z;-x+1/2,y+1/2,z;y+1/2,x+1/2,z;x+1/2,-y+1/2,z;-y+1/2,-x+1/2,z;-z+1/2,-x+1/2,-y;-z+1/2,y+1/2,-x;-z+1/2,x+1/2,y;-z+1/2,-y+1/2,x;z+1/2,-x+1/2,y;z+1/2,y+1/2,x;z+1/2,x+1/2,-y;z+1/2,-y+1/2,-x;x+1/2,-z+1/2,-y;-y+1/2,-z+1/2,-x;-x+1/2,-z+1/2,y;y+1/2,-z+1/2,x;x+1/2,z+1/2,y;-y+1/2,z+1/2,x;-x+1/2,z+1/2,-y;y+1/2,z+1/2,-x
